도메인,카테고리,대화셋일련번호,화자,문장번호,고객의도,상담사의도,QA,고객질문(요청),상담사질문(요청),고객답변,상담사답변,개체명 ,용어사전,지식베이스
다산콜센터,대중교통 안내,B22524,고객,19,시내버스노선,,Q,"걸어가려는데, 거리가 얼마나 되나요?",,,큰길로 가시면 500m 정도 입니다.,거리,거리/단위,"거리,단위"
다산콜센터,대중교통 안내,B22525,고객,5,시내버스노선,,Q,OO번 버스가 10분 도착예정일 때부터 기다렸거든요?,,,네.,"버스, 10분, 도착예정, 때","버스/대중교통, 10분/시간, 도착예정/예정","10분,예정"
다산콜센터,대중교통 안내,B22525,고객,11,시내버스노선,,Q,분명히 지나가지 않았어요.,,,시간대별로 운행 중인 버스수를 조절하면서 회차구간에서 버스가 멈춘 것 같네요.,,,
다산콜센터,대중교통 안내,B22525,고객,13,시내버스노선,,Q,네?,,,버스 고장이나 교통상황에 따라 불가피하게 운행을 못하는 경우도 있구요.,,,
다산콜센터,대중교통 안내,B22525,고객,17,시내버스노선,,Q,전화번호를 알려주실 수 있나요?,,,OO번 버스 운수회사 연락처는 OO-OOOO-OOOO입니다.,전화번호,전화번호/번호,"전화번호,번호"
다산콜센터,대중교통 안내,B22526,고객,1,시내버스노선,,Q,저 버스 막차시간 좀 여쭤볼게요.,,,네.,"버스, 막차시간","버스/대중교통, 막차시간/시간","막차시간,시간"
다산콜센터,대중교통 안내,B22526,고객,3,시내버스노선,,Q,OO번 버스가 23시에 막차라고 하더라구요?,,,"네, 그렇습니다.","버스, 23시, 막차","버스/대중교통, 23시/시간, 막차/차","23시,차"
다산콜센터,대중교통 안내,B22526,고객,5,시내버스노선,,Q,그게 기점에서 23시에 마지막으로 출발한다는 거죠?,,,"네, OO기점에서 23시에 막차가 출발합니다.","기점, 23시, 출발","기점/장소, 23시/시간, 출발/이동","23시,이동"
다산콜센터,대중교통 안내,B22526,고객,7,시내버스노선,,Q,지하철은 막차가 종점까지 안 가고 어느 역까지 운행되고 멈추기도 하잖아요?,,,네.,"지하철, 막차, 종점, 역, 운행","지하철/대중교통, 막차/차, 종점/장소, 역/시설, 운행/운영","막차,운영"
다산콜센터,대중교통 안내,B22526,고객,9,시내버스노선,,Q,23시에 운행하는 버스가 멈추는게 아닌게 맞죠?,,,"네, OO번 버스는 종점까지 들어갑니다.","23시, 운행, 버스","23시/시간, 운행/운영, 버스/대중교통","운행,대중교통"
다산콜센터,대중교통 안내,B22526,고객,11,시내버스노선,,Q,그럼 OO정류장에서 OO번 버스 막차가 몇 시인가요?,,,시간이 정해져 있는 것은 아닙니다만 23시30분 즘이 될 것 같습니다.,"정류장, 버스, 막차","정류장/정거장, 버스/대중교통, 막차/차","버스,차"
다산콜센터,대중교통 안내,B22526,고객,13,시내버스노선,,Q,기점에서 OO정류장까지 30분이 걸려서요?,,,"네, 맞습니다.","기점, 정류장, 30분","기점/장소, 정류장/정거장, 30분/시간","정류장,시간"
다산콜센터,대중교통 안내,B22526,고객,15,시내버스노선,,Q,확실하게 알 수 있는 방법이 없을까오?,,,지하철과는 달리 버스는 교통상황의 영향을 받아 정해진 시간표가 없어서요.,방법,"확실, 방법/방식","방법,방식"
다산콜센터,대중교통 안내,B22526,고객,17,시내버스노선,,Q,그래도 운수회사는 알지 않을까요?,,,운수회사 연락처를 안내해드려 볼까요?,운수회사,운수회사/회사,"운수회사,회사"
다산콜센터,대중교통 안내,B22527,고객,7,지하철문의,,Q,일반열차면 얼마나 걸리죠?,,,43분 소요됩니다.,일반열차,일반열차/열차,"일반열차,열차"
다산콜센터,대중교통 안내,B22527,고객,9,지하철문의,,Q,으아아악! 버스나 택시를 타면 어떨까요?,,,바로 가는 버스는 없습니다. 택시로는 지금 1시간 6분정도 소요되는 걸로 나오네요.,"버스, 택시","버스/교통수단, 택시/교통수단","택시,교통수단"
다산콜센터,대중교통 안내,B22527,고객,11,지하철문의,,Q,9호선 급행은 어디에서 서죠?,,,등촌역 다음 염창역에서 섭니다.,"9호선, 급행, 어디","9호선/노선, 급행/급행열차, 어디/장소","급행,장소"
다산콜센터,대중교통 안내,B22527,고객,13,지하철문의,,Q,염창에서 급행타면 얼마나 걸리나요?,,,25분 소요됩니다.,"염창, 급행","염창/지역, 급행/급행열차","급행,급행열차"
다산콜센터,대중교통 안내,B22527,고객,15,지하철문의,,Q,급행열차 언제 있어요? 바로 있나요?,,,지금으로부터 10분 뒤 17시 53분 열차가 있네요.,"급행열차, 언제","급행열차/열차, 언제/때","언제,때"
다산콜센터,대중교통 안내,B22528,고객,7,지하철문의,,Q,송도까지 직행버스가 없다구요?,,,"네, 서울역에서 출발하는 직행버스는 없습니다.","송도, 직행버스","송도/지역, 직행버스/대중교통/대중교통","직행버스,대중교통"
다산콜센터,대중교통 안내,B22528,고객,9,지하철문의,,Q,지하철로는 어떻게 가나요?,,,서울역에서 1호선 부평역에서 하차 후 인천 1호선을 이용 테크노파크역에서 하차하시면 됩니다.,지하철,지하철/대중교통,"지하철,대중교통"
다산콜센터,대중교통 안내,B22528,고객,11,지하철문의,,Q,2시간은 안걸리겠죠?,,,네. 1시간 30분 정도 소요됩니다.,2시간,2시간/시간,"2시간,시간"
다산콜센터,대중교통 안내,B22528,고객,17,지하철문의,,Q,몇 번 칸에 타면 빠르게 환승할 수 있어요?,,,1호선 2-3번 칸에 탑승하시면 빠른환승 가능합니다.,"칸, 환승","칸/위치, 환승/행동","환승,행동"
다산콜센터,대중교통 안내,B22528,고객,19,지하철문의,,Q,테크노파크역에서 내릴 땐 몇 번 칸이 좋은가요?,,,6-2번 칸을 이용하시면 빠른하차가 가능합니다.,"테크노파크역, 칸","테크노파크역/역, 칸/위치","칸,위치"
다산콜센터,대중교통 안내,B22529,고객,13,지하철문의,,Q,등촌역에서 09:09 열차를 타고 염창역까지 얼마나 걸리나요?,,,2분입니다.,"등촌역, 09:09, 열차, 염창역, 얼마나","등촌역/역, 09:09/시간, 열차/교통수단, 염창역,/역 얼마나/시간","09:09,시간"
다산콜센터,대중교통 안내,B22529,고객,15,지하철문의,,Q,"염창역에서 급행열차로 갈아탈 건데요, 몇분 차를 타게 될까요?",,,09:19 급행열차를 타실 수 있습니다.,"염창역, 급행열차, 차","염창역/역, 급행열차/열차, 차/이동수단","급행열차,이동수단"
다산콜센터,대중교통 안내,B22530,고객,7,지하철문의,,Q,옆에서 친구가 더 늦게까지 차가 있다고 하는데요?,,,신촌역에 23:50 열차가 있지만 이 열차는 을지로입구역까지만 갑니다.,"친구, 차","친구/지인, 차/이동수단","차,이동수단"
다산콜센터,대중교통 안내,B22530,고객,10,지하철문의,,Q,그럼 23:33 열차타면 왕십리역에 몇 시에 도착하나요?,,,23:57에 도착합니다.,"23:33, 열차, 왕십리역, 도착","23:33/시간, 열차/교통수단, 왕십리역/역, 도착/이동","열차,이동"
다산콜센터,대중교통 안내,B22530,고객,12,지하철문의,,Q,죄송한데 하나만 더 여줘볼게요.,,,네.,죄송,죄송/사과,"죄송,사과"
다산콜센터,대중교통 안내,B22530,고객,14,지하철문의,,Q,서강대역도 가까운데 서강내역에서 가는 막차도 알려주세요.,,,"네, 서강대역에서 왕십리역으로 가는 막차는 00:07 열차입니다.","서강대역, 막차","서강대역/역, 막차/차","막차,차"
다산콜센터,대중교통 안내,B22530,고객,16,지하철문의,,Q,더 늦게까지 있네요?,,,"네, 맞습니다.",,,
다산콜센터,대중교통 안내,B22530,고객,18,지하철문의,,Q,그 열차를 타면 왕십리역에 몇 시에 도착하나요?,,,00:38에 도착 예정입니다.,"열차, 왕십리역, 도착","열차/교통수단, 왕십리역/역, 도착/이동","왕십리역,이동"
다산콜센터,대중교통 안내,B22531,고객,7,지하철문의,,Q,서울숲역엔 없나요?,,,"네, 노선별로 일부 역에만 유실물센터가 있습니다.",서울숲역,서울숲역/역,"서울숲역,역"
다산콜센터,대중교통 안내,B22531,고객,10,지하철문의,,Q,왕십리역에 없으면 어떡하죠?,,,분당선의 경우 왕십리역과 죽전역에 유실물센터가 있습니다.,왕십리역,왕십리역/역,"왕십리역,역"
다산콜센터,대중교통 안내,B22531,고객,14,지하철문의,,Q,전화번호 안내 부탁드립니다.,,,왕십리역 유실물센터는 OO-OOOO-OOOO입니다.,"전화번호, 안내, 부탁","전화번호/번호, 안내/설명, 부탁/요청","안내,요청"
다산콜센터,대중교통 안내,B22532,고객,5,고속버스문의,,Q,세종에 터미널이 또 있어요?,,,세종청사를 거쳐 세종터미널이 목적지인 차량이 있고 세종 연구단지를 거쳐 터미널에 도착하는 차량이 있습니다.,"세종, 터미널","세종/세종시, 터미널/장소","터미널,장소"
다산콜센터,대중교통 안내,B22532,고객,7,고속버스문의,,Q,아. 저는 세종시터미널로 가니까 상관 없는거네요?,,,네. 맞습니다.,세종시터미널,세종시터미널/터미널,"세종시터미널,터미널"
다산콜센터,대중교통 안내,B22532,고객,9,고속버스문의,,Q,도착시간은 둘 다 같아요?,,,조금 다릅니다.,도착시간,도착시간/시간,"도착시간,시간"
다산콜센터,대중교통 안내,B22532,고객,11,고속버스문의,,Q,어떤게 더 빨리 도착하나요?,,,세종청사를 거쳐 가는 차량이 터미널에 조금 더 빠르게 도착합니다.,도착,도착/이동,"도착,이동"
다산콜센터,대중교통 안내,B22532,고객,13,고속버스문의,,Q,차량은 자주 있나요?,,,배차간격은 20분~30분 정도라고 생각하시면 됩니다.,차량,차량/차,"차량,차"
다산콜센터,대중교통 안내,B22533,고객,1,고속버스문의,,Q,"안녕하세요, 고속버스 관련하여 문의드려요.",,,"네, 안녕하세요.","고속버스, 문의","고속버스/대중교통, 문의/질문","문의,질문"
다산콜센터,대중교통 안내,B22533,고객,7,고속버스문의,,Q,유성가려면 어디서 타야 하나요?,,,유성으로 가는 고속버스는 서울 소재 터미널에서 대부분 운행하고 있어 가까운 터미널을 이용하시면 됩니다.,"유성, 어디서","유성/지역, 어디서/장소","어디서,장소"
다산콜센터,대중교통 안내,B22533,고객,12,고속버스문의,,Q,어느 역에 가야 하는데요?,,,고속터미널역으로 가시면 됩니다.,역,역/시설,"역,시설"
다산콜센터,대중교통 안내,B22533,고객,16,고속버스문의,,Q,"아, 두 개가 있어요?",,,"네, 센트럴시티터미널만 유성행 고속버스가 있습니다.",두 개,두 개/갯수,"두개,갯수"
다산콜센터,대중교통 안내,B22533,고객,18,고속버스문의,,Q,예매는 터미널가서 해야 하나요?,,,코버스홈페이지나 어플로 예매하실 수 있습니다.,"예매, 터미널","예매/예약, 터미널/장소","터미널,장소"
다산콜센터,대중교통 안내,B22534,고객,1,고속버스문의,,Q,고속버스 시간 좀 알 수 있을까요?,,,"네, 출발지와 도착지를 말씀해주세요.","고속버스, 시간","고속버스/대중교통, 시간/때","시간,때"
다산콜센터,대중교통 안내,B22534,고객,11,고속버스문의,,Q,좌석이 없는게 아니라 아예 없나요?,,,"네, 맞습니다.",좌석,좌석/의자,"좌석,의자"
다산콜센터,대중교통 안내,B22534,고객,13,고속버스문의,,Q,"아, 그래요? 그럼 몇 시에 있나요?",,,19:30에 있습니다.,,,
다산콜센터,대중교통 안내,B22534,고객,15,고속버스문의,,Q,그럼 우등고속은요?,,,우등고속은 18:20에 있습니다.,우등고속,우등고속/고속버스,"우등고속,고속버스"
다산콜센터,대중교통 안내,B22534,고객,17,고속버스문의,,Q,"죄송하지만, 프리미엄버스 시간도 안내 부탁드려도 될까요?",,,"네, 그럼요. 잠시만요.","죄송, 프리미엄버스, 시간, 안내, 부탁","죄송/사과, 프리미엄버스/고속버스, 시간/때, 안내/설명, 부탁/요청","프리미엄버스,요청"
다산콜센터,대중교통 안내,B22535,고객,5,고속버스문의,,Q,처음 가보려고 하는거라 몇가지 여쭤볼게요.,,,"네, 편히 말씀해주세요.",,,
다산콜센터,대중교통 안내,B22535,고객,13,고속버스문의,,Q,몇 시 차가 있나요?,,,"06:50, 07:30, 13:50, 15:10이 있습니다.",차,차/이동수단,"차,이동수단"
다산콜센터,대중교통 안내,B22535,고객,17,고속버스문의,,Q,고속버스 한 차에 휠체어좌석은 몇 개인가요?,,,2개입니다.,"고속버스, 휠체어좌석","고속버스/대중교통, 휠체어좌석/좌석","휠체어좌석,좌석"
다산콜센터,대중교통 안내,B22535,고객,19,고속버스문의,,Q,보호자 없이 혼자서도 갈 수 있나요?,,,"네, 승무원이 승하차를 도와드리기 때문에 탑승은 가능합니다.",보호자,보호자/사람,"보호자,사람"
다산콜센터,대중교통 안내,B22536,고객,5,고속버스문의,,Q,카시트를 무조건 이용해야 한다고 하더라구요?,,,"아, 네. 영유아는 유아용 카시트를 장착한 뒤 안전벨트를 매야 하는 법안이 있습니다.","카시트, 이용","카시트/장비, 이용/사용","이용,사용"
다산콜센터,대중교통 안내,B22536,고객,7,고속버스문의,,Q,카시트를 신청하면 고속버스 측에서 설치해주시는 건가요?,,,아닙니다. 이용자가 카시트를 준비해주셔야 합니다.,"카시트, 신청, 고속버스, 설치","카시트/장비, 신청/요청, 고속버스/대중교통, 설치/행위","신청,행위"
다산콜센터,대중교통 안내,B22536,고객,9,고속버스문의,,Q,제가 준비해야 한다고요?,,,"네, 맞습니다.",준비,준비/마련,"준비,마련"
다산콜센터,대중교통 안내,B22536,고객,12,고속버스문의,,Q,차가 없어서 고속버스를 이용하는데 카시트는 어디서 나구요.,,,맞습니다. 영유아의 안전을 위해선 필요하지만 현실적인 어려움이 있는게 사실입니다.,"차, 고속버스, 이용, 카시트","차/이동수단, 고속버스/대중교통, 이용/사용, 카시트/장비","고속버스,장비"
다산콜센터,대중교통 안내,B22536,고객,14,고속버스문의,,Q,안고 타면 법안대로 벌금내야 하나요?,,,아닙니다. 현재 단속이 잠정 유예되었습니다.,"법안, 벌금","법안/법률안, 벌금/과태료","벌금,과태료"
다산콜센터,대중교통 안내,B22536,고객,16,고속버스문의,,Q,왜죠?,,,고객님 말씀처럼 고속버스 측에서 카시트를 설치하거나 혹은 대여해드릴 수 있는 방안이 필요하기 때문입니다.,왜,왜/이유,"왜,이유"
다산콜센터,대중교통 안내,B22536,고객,18,고속버스문의,,Q,그럼 예매가 안된다거나 승차 거부를 당하지 않는다는 거죠?,,,"네, 맞습니다.","예매, 승차, 거부","예매/예약, 승차/탑승, 거부/거절","승차,거절"
다산콜센터,대중교통 안내,B22537,고객,1,기차문의,,Q,기차 운행 관련해서 문의 좀 드릴게요.,,,네.,"기차, 운행, 문의","기차/교통수단, 운행/운영, 문의/질문","운행,질문"
다산콜센터,대중교통 안내,B22537,고객,3,기차문의,,Q,서울역에서 서대전역으로 갈 수 없나요?,,,네.,"서울역, 서대전역","서울역/역, 서대전역/역","서대전역,역"
다산콜센터,대중교통 안내,B22537,고객,5,기차문의,,Q,왜요?,,,"서울역은 경부선인데, 서대전역은 호남선이라 이어져 있지 않습니다.",왜,왜/이유,"왜,이유"
다산콜센터,대중교통 안내,B22537,고객,8,기차문의,,Q,그럼 서대전역에 가려면 어디서 타야 하나요?,,,용산역에서 타시면 됩니다.,"서대전역, 어디서","서대전역/역, 어디서/정소","어디서,정소"
다산콜센터,대중교통 안내,B22537,고객,11,기차문의,,Q,근데 광명역에서는 대전역이랑 서대전역을 다 가던데요?,,,맞습니다. 광명역은 경부선과 호남선 둘다 이용이 가능합니다.,"광명역, 대전역, 서대전역","광명역/역, 대전역/역, 서대전역/역","대전역,역"
다산콜센터,대중교통 안내,B22537,고객,15,기차문의,,Q,"그럼 서울역에서 용산역가는게 빠른가요, 서대전역에서 대전역가는게 빠른가요?",,,"서울역에서 용산역까지는 지하철을 이용하여 11분 정도 소요되고,","서울역, 용산역, 서대전역, 대전역","서울역/역, 용산역/역, 서대전역/역, 대전역/역","용산역,역"
다산콜센터,대중교통 안내,B22537,고객,19,기차문의,,Q,걷는 시간도 포함인가요?,,,아닙니다. 걷는 시간을 감안하더라도 서울역에서 용산역 가시는게 빠릅니다.,"시간, 포함","시간/때, 포함/합","포함,합"
다산콜센터,대중교통 안내,B22538,고객,5,기차문의,,Q,다음달부터 이용하려는게 미리 살 수 있나요?,,,정기권은 사용시작 5일전부터 구입이 가능합니다.,이용,이용/사용,"이용,사용"
다산콜센터,대중교통 안내,B22538,고객,7,기차문의,,Q,"아, 정기권 종류가 다양한가요?",,,10일권과 20일권이 있습니다.,"정기권, 종류","정기권/표, 종류/갈래","종류,갈래"
다산콜센터,대중교통 안내,B22538,고객,9,기차문의,,Q,좌석은 매일 창구에서 지정받는 건가요?,,,아닙니다. 입석과 자유석으로 이용이 가능합니다.,"좌석, 창구, 지정","좌석/의자, 창구/시설, 지정/결정","창구,결정"
다산콜센터,대중교통 안내,B22538,고객,11,기차문의,,Q,"아, 자리가 있으면 앉고 없으면 서서가야 한다는 거네요?",,,"네, 맞습니다.",자리,자리/좌석,"자리,좌석"
다산콜센터,대중교통 안내,B22538,고객,13,기차문의,,Q,시간을 고정해서 사용하는 건가요?,,,"아닙니다, 구간과 기간만 고정입니다.","시간, 고정, 사용","시간/때, 고정/유지, 사용/이용","고정,이용"
다산콜센터,대중교통 안내,B22538,고객,15,기차문의,,Q,횟수도 제한 없나요?,,,"네, 제한하지 않습니다.","횟수, 제한","횟수/단위, 제한/한계","제한,한계"
다산콜센터,대중교통 안내,B22538,고객,17,기차문의,,Q,주말 사용도 포함인가요?,,,아닙니다. 평일 기준으로 주말과 공휴일은 사용이 불가능합니다.,"주말, 사용, 포함","주말/기간, 사용/이용, 포함/합","사용,합"
다산콜센터,대중교통 안내,B22538,고객,19,기차문의,,Q,저는 토요일도 출근해야 하는데요?,,,사용기간에 휴일을 포함하시려면 휴일 일수만큼 정기권 운임 계산에 포함됩니다.,"토오일, 출근","토오일/요일, 출근/통근","출근,통근"
다산콜센터,대중교통 안내,B22539,고객,7,기차문의,,Q,아이구 그럼 한번에 가는 고속버스는 있습니까?,,,고속버스를 이용하시더라도 시내버스나 지하철로 환승하셔야 하는 건 같습니다.,고속버스,고속버스/대중교통,"고속버스,대중교통"
다산콜센터,대중교통 안내,B22539,고객,17,기차문의,,Q,그럼 오송역에서 반석동으로 가는 방법 알려주시면 되겠다.,,,BRT 990번 버스를 승차 후 반석역에서 하차하시면 됩니다.,"오송역, 반석동, 방법","오송역/역, 반석동/지역, 방법/방식","반석동,방식"
다산콜센터,대중교통 안내,B22539,고객,19,기차문의,,Q,차비는 얼마인가요?,,,세종시 버스 기본요금은 1200원입니다.,"차비, 얼마","차비/요금, 얼마/금액","얼마,금액"
다산콜센터,대중교통 안내,B22539,고객,21,기차문의,,Q,세종도 서울처럼 무료 환승같은 거 되나요?,,,네. 1시간 이내 3회까지 무료환승 가능해요.,"세종, 서울, 무료환승","세종/세종시, 서울/서울시, 무료환승/환승","서울,환승"
다산콜센터,대중교통 안내,B22540,고객,1,기차문의,,Q,SRT를 이용하려고 하는데요.,,,네.,"SRT, 이용","SRT/기차, 이용/사용","이용,사용"
다산콜센터,대중교통 안내,B22540,고객,3,기차문의,,Q,서울에서는 수서역에서만 SRT를 탈 수 있나요?,,,"네, 맞습니다.","서울, 수서역, SRT","서울/서울시, 수서역/역, SRT/기차","수서역,기차"
다산콜센터,대중교통 안내,B22540,고객,5,기차문의,,Q,대전역은 KTX랑 SRT가 둘다 정차 하는데 서울역은 안그러네요?,,,"네, 서울에는 SRT 전용역이 있지만 SRT 전용역이 없는 지역은 KTX 정차역을 공용으로 사용하고 있습니다.","대전역, KTX, SRT, 정차, 서울역","대전역/역, KTX/기차, SRT/기차, 정차/정지, 서울역/역","KTX,역"
다산콜센터,대중교통 안내,B22540,고객,7,기차문의,,Q,SRT가 KTX와 비교했을 때 장점이 무엇이 있나요?,,,가격이 좀더 저렴하고 좌석간격이 좀더 넓은 편입니다.,"SRT, KTX, 비교, 장점","SRT/기차, KTX/기차, 비교/행위, 장점/장단점","KTX,장단점"
다산콜센터,대중교통 안내,B22540,고객,11,기차문의,,Q,단점은요?,,,이용가능한 역이 적고 일반열차로 환승시 할인이 없습니다. 마일리지시스템도 없구요.,단점,단점/장단점,"단점,장단점"
다산콜센터,대중교통 안내,B22540,고객,13,기차문의,,Q,요금은 어떻게 다른가요,,,SRT가 좀더 저렴합니다.,요금,요금/돈,"요금,돈"
다산콜센터,대중교통 안내,B22540,고객,15,기차문의,,Q,대전에 가는 비용으로 비교해주시겠어요?,,,서울역에서 출발하는 KTX 일반실의 경우 23700원입니다.,"대전, 비용, 비교","대전/대전시, 비용/금액, 비교/행위","비용,행위"
다산콜센터,대중교통 안내,B22540,고객,19,기차문의,,Q,운행시간은 어떻게 다른가요?,,,경유하는 역에 따라 차이는 있지만 SRT가 10분정도 빠릅니다.,운행시간,운행시간/시간,"운행시간,시간"
다산콜센터,대중교통 안내,B22541,고객,5,기차문의,,Q,시간은 얼마나 걸릴까요?,,,약 3시간 30분 정도 걸립니다.,"시간, 얼마나","시간/때, 얼마나/시간","얼마나,시간"
다산콜센터,대중교통 안내,B22541,고객,7,기차문의,,Q,기차 KTX가 가나요?,,,"아니오, 무궁화호 또는 누리로 열차로 이용하시게 됩니다.","기차, KTX","기차/교통수단, KTX/기차","KTX,기차"
다산콜센터,대중교통 안내,B22541,고객,10,기차문의,,Q,기차 요금은 얼만가요?,,,성인 1인요금 14300원 입니다.,"기차, 요금, 얼마","기차/교통수단, 요금/돈, 얼마/금액","요금,금액"
다산콜센터,대중교통 안내,B22541,고객,12,기차문의,,Q,예매까지 되나요?,,,코레일홈페이지 또는 코레일앱을 통해 예매 가능하세요.,예매,예매/예약,"예매,예약"
다산콜센터,대중교통 안내,B22541,고객,14,기차문의,,Q,강원도 가는 열차는 자주 있어요?,,,하루에 6대 정도 운행합니다.,"강원도, 열차","강원도/지역, 열차/교통수단","열차,교통수단"
다산콜센터,대중교통 안내,B22541,고객,16,기차문의,,Q,고한역에서 리조트까지는 어떻게 가나요?,,,강원도 지역버스를 이용하시거나 택시를 이용하시면 됩니다.,"고한역, 리조트","고한역/역, 리조트/숙박시설","리조트,숙박시설"
다산콜센터,대중교통 안내,B22541,고객,18,기차문의,,Q,걸어가긴 힘들겠죠?,,,도보로는 2.7km 약 41분 정도 소요됩니다.,,,
다산콜센터,대중교통 안내,B22542,고객,3,배문의,,Q,완도에서 출발하는 배는 몇 대나 있나요?,,,총 3척의 한일고속페리가 운항됩니다.,"완도, 출발, 배","완도/지역, 출발/이동, 배/교통수단","출발,교통수단"
다산콜센터,대중교통 안내,B22542,고객,5,배문의,,Q,그 중에 가장 빠른 배는 뭔가요?,,,한일블루나래입니다.,배,배/교통수단,"배,교통수단"
다산콜센터,대중교통 안내,B22542,고객,7,배문의,,Q,얼마나 걸리는 데요?,,,1시간20분입니다.,얼마나,얼마나/시간,"얼마나,시간"
다산콜센터,대중교통 안내,B22542,고객,9,배문의,,Q,요금은요?,,,46600원부터 객실등급에 따라 다릅니다.,요금,요금/돈,"요금,돈"
다산콜센터,대중교통 안내,B22542,고객,11,배문의,,Q,차도 싫을 수 있나요?,,,"네, 38대 정도 가능합니다.",차,차/이동수단,"차,이동수단"
다산콜센터,대중교통 안내,B22542,고객,17,배문의,,Q,그렇게나 빨리요?,,,"차량확인 및 차량고정 등에 시간이 많이 소요되서요,",,,
다산콜센터,대중교통 안내,B22543,고객,7,배문의,,Q,언제까지 승선해야 해요?,,,출항 10분 전에 승선이 마감됩니다.,"언제, 승선","언제/시간, 승선/탑승","승선,탑승"
다산콜센터,대중교통 안내,B22543,고객,9,배문의,,Q,배도 비행기처럼 휴대가능한 물품 제한이 있나요?,,,"1인당 중량이 15kg 이하이며 가로, 세로, 높이의 총합이 150cm 이하인 물품만 가능합니다.","배, 비행기, 휴대가능, 물품, 제한","배/교통수단, 비행기/교통수단, 휴대가능/가능, 물품/물건, 제한/한계","비행기,한계"
다산콜센터,대중교통 안내,B22543,고객,11,배문의,,Q,유아차 가져가도 되나요?,,,"네, 가능합니다.",유아차,유아차/유모차,"유아차,유모차"
다산콜센터,대중교통 안내,B22543,고객,13,배문의,,Q,여권이 필요하진 않죠?,,,"네, 국내 선박을 이용하실 경우 신분증만 필요합니다.","여권, 필요","여권/신분증, 필요/요구","필요,요구"
다산콜센터,대중교통 안내,B22543,고객,15,배문의,,Q,날씨 때문에 결항될 땐 어떻게 되나요?,,,결항 시 예매 고객에게 문자 안내 한 후 개별연락 드립니다.,"날씨, 결항","날씨/기후, 결항/취소","결항,취소"
다산콜센터,대중교통 안내,B22543,고객,17,배문의,,Q,결항되서 제가 취소하면 되나요?,,,"온라인에서 자체 취소 시 수수료가 부과될 수 있으니, 결항 시 안내를 기다려주시기 바랍니다.","결항, 취소","결항/취소, 취소/철회","취소,철회"
다산콜센터,대중교통 안내,B22544,고객,7,동물동반문의,,Q,근데 얘가 좀 살이 쪄서 덩치가 큰 편인데 허용되는 크기 규정이 있을까요?,,,1인당 차내 반입 허용량은 중량 20kg미만으로 50x40x20cm 미만입니다.,"허용, 규정","허용/인정, 규정/규칙","규정,규칙"
다산콜센터,대중교통 안내,B22544,고객,10,동물동반문의,,Q,슬링백을 이용하는 건요?,,,버스운송회사마다 운송약관과 영업지침에 따라 슬링백은 불가합니다.,"슬링백, 이용","슬링백/장비, 이용/사용","이용,사용"
다산콜센터,대중교통 안내,B22544,고객,12,동물동반문의,,Q,애가 착해서 가만히 잘 있는대도 어려운가요?,,,네. 불가합니다.,,,
다산콜센터,대중교통 안내,B22544,고객,15,동물동반문의,,Q,택시는 자유롭게 탈 수 있겠죠?,,,택시 또한 탑승여부는 택시사업자가 정하는 운송약관 또는 영업지침에 따라 결정됩니다,택시,택시/교통수단,"택시,교통수단"
다산콜센터,대중교통 안내,B22545,고객,3,비행기문의,,Q,비행기 탈 때 가위를 가져가면 안되나요?,,,가져가실 수는 있으나 기내 반입이 안됩니다.,"비행기, 가위","비행기/교통수단, 가위/도구","가위,도구"
다산콜센터,대중교통 안내,B22545,고객,7,비행기문의,,Q,체크인카운터에서 부치는 짐에 넣는건 된다는 거죠?,,,"네, 맞습니다.","체크인카운터, 짐","체크인카운터/시설, 짐/물건","짐,물건"
다산콜센터,대중교통 안내,B22545,고객,9,비행기문의,,Q,제가 작은 캐리어를 들고 비행기를 탈건데 거기엔 넣을 수 없구요?,,,"네, 맞습니다.","캐리어, 비행기","캐리어/장비, 비행기/교통수단","비행기,교통수단"
다산콜센터,대중교통 안내,B22545,고객,11,비행기문의,,Q,면세점에서 가위를 사면 못 가져오나요?,,,면세점에서 구입한 경우 포장 상태를 유지하시면 가능합니다.,"면세점, 가위","면세점/공항시설, 가위/도구","가위,도구"
다산콜센터,대중교통 안내,B22545,고객,13,비행기문의,,Q,면세점에서 포장해주는 그대로 들고오면 된다는 거죠?,,,"네, 맞습니다.","면세점, 포장","면세점/공항시설, 포장/행위","포장,행위"
다산콜센터,대중교통 안내,B22545,고객,15,비행기문의,,Q,한가지만 더 여쭤볼게요.,,,네.,,,
다산콜센터,대중교통 안내,B22545,고객,17,비행기문의,,Q,눈썹칼도 마찬가지 인가오?,,,칼날 길이가 작아 허용되는 국가도 있지만 수하물로 보내시는게 좋을 것 같습니다.,눈썹칼,눈썹칼/도구,"눈썹칼,도구"
다산콜센터,대중교통 안내,B22545,고객,19,비행기문의,,Q,수하물에 안 넣고 기내용 가방에 넣다가 보안검색에 걸리면 어떻게 하나요?,,,다시 체크인카운터로 가셔서 개별 수하물로 부치거나 버리셔야 합니다.,"수하물, 기내용, 가방, 보안검색","수하물/짐, 기내용/용도, 가방/장비, 보안검색/공항시설","기내용,공항시설"
다산콜센터,대중교통 안내,B22546,고객,1,비행기문의,,Q,도착 비행기에 관해 문의 좀 드릴게요.,,,네.,"도착, 비행기, 문의","도착/이동, 비행기/교통수단, 문의/질문","비행기,질문"
